avg_received_packets,avg_steps_for_arrival,success_rate,avg_hop
3.17171668667467,9.342857142857143,1.0,3.1142857142857143
3.6717406962785115,8.299159663865547,1.0,2.7663865546218487
3.66953181272509,8.546218487394958,1.0,2.8487394957983194
4.019399759903962,8.047058823529412,1.0,2.6823529411764704
3.409315726290516,9.040336134453781,1.0,3.0134453781512605
3.57719087635054,8.727731092436974,1.0,2.9092436974789915
3.6836974789915966,8.5109243697479,1.0,2.8369747899159665
3.525906362545018,8.899159663865547,1.0,2.966386554621849
4.056806722689076,7.976470588235294,1.0,2.6588235294117646
3.896998799519808,8.647058823529411,1.0,2.8823529411764706
3.3294597839135656,8.75294117647059,1.0,2.9176470588235293
3.303049219687875,9.045378151260504,1.0,3.015126050420168
3.5397358943577433,8.556302521008403,1.0,2.8521008403361345
3.0312605042016805,10.321008403361345,1.0,3.4403361344537817
3.54703481392557,8.788235294117648,1.0,2.929411764705882
4.046386554621849,7.830252100840336,1.0,2.6100840336134454
3.4337575030012006,8.465546218487395,1.0,2.8218487394957985
3.569747899159664,9.085714285714285,1.0,3.0285714285714285
3.5676350540216086,9.403361344537815,1.0,3.134453781512605
3.3453061224489797,9.15126050420168,1.0,3.0504201680672267
3.1368547418967587,10.36638655462185,1.0,3.4554621848739497
3.428859543817527,9.0,1.0,3.0
3.5163505402160866,8.989915966386555,1.0,2.996638655462185
3.73968787515006,8.450420168067227,1.0,2.816806722689076
3.338343337334934,9.0,1.0,3.0
3.1425690276110445,9.76638655462185,1.0,3.2554621848739496
3.376182472989196,9.24705882352941,1.0,3.0823529411764707
3.6279471788715485,9.292436974789917,1.0,3.0974789915966388
3.1538535414165665,9.998319327731092,1.0,3.3327731092436976
3.5262905162064824,8.823529411764707,1.0,2.9411764705882355
4.155726290516206,8.228571428571428,1.0,2.742857142857143
3.5943817527010804,8.561344537815126,1.0,2.853781512605042
2.8584393757503,10.61344537815126,1.0,3.53781512605042
3.6245858343337334,8.813445378151261,1.0,2.9378151260504204
3.80062424969988,8.354621848739496,1.0,2.784873949579832
3.6842256902761106,8.329411764705883,1.0,2.776470588235294
3.568691476590636,8.853781512605043,1.0,2.951260504201681
2.93234093637455,10.734453781512604,1.0,3.578151260504202
3.1357983193277312,9.322689075630253,1.0,3.107563025210084
3.7326770708283314,8.243697478991596,1.0,2.7478991596638656
3.4666986794717887,8.838655462184875,1.0,2.946218487394958
4.321440576230493,7.457142857142857,1.0,2.4857142857142858
3.7833373349339734,8.58655462184874,1.0,2.86218487394958
3.229387755102041,10.250420168067228,1.0,3.4168067226890755
