avg_received_packets,avg_steps_for_arrival,success_rate,avg_hop
3.6176315789473685,7.278947368421052,1.0,2.4263157894736844
3.940526315789474,6.88421052631579,1.0,2.294736842105263
4.431578947368421,6.110526315789474,1.0,2.036842105263158
3.848684210526316,6.647368421052631,1.0,2.2157894736842105
3.943157894736842,6.663157894736842,1.0,2.221052631578947
3.602105263157895,6.994736842105263,1.0,2.331578947368421
4.166052631578947,6.7894736842105265,1.0,2.263157894736842
3.516578947368421,7.105263157894737,1.0,2.3684210526315788
4.310263157894737,6.3,1.0,2.1
4.066052631578947,6.663157894736842,1.0,2.221052631578947
3.279736842105263,7.721052631578948,1.0,2.5736842105263156
3.33,7.878947368421053,1.0,2.626315789473684
4.2494736842105265,6.268421052631579,1.0,2.0894736842105264
3.706578947368421,6.552631578947368,1.0,2.1842105263157894
4.033947368421052,6.457894736842105,1.0,2.1526315789473682
3.756315789473684,7.073684210526316,1.0,2.357894736842105
3.5523684210526314,6.994736842105263,1.0,2.331578947368421
3.7842105263157895,6.6947368421052635,1.0,2.231578947368421
3.6447368421052633,7.057894736842106,1.0,2.3526315789473684
3.0652631578947367,8.557894736842105,1.0,2.8526315789473684
4.141842105263158,6.473684210526316,1.0,2.1578947368421053
3.765,6.742105263157895,1.0,2.2473684210526317
5.551315789473684,5.463157894736842,1.0,1.8210526315789475
3.790263157894737,6.978947368421053,1.0,2.3263157894736843
4.00421052631579,6.726315789473684,1.0,2.2421052631578946
2.9568421052631577,7.831578947368421,1.0,2.610526315789474
4.524736842105263,5.984210526315789,1.0,1.9947368421052631
3.751315789473684,7.010526315789473,1.0,2.336842105263158
3.400526315789474,7.057894736842106,1.0,2.3526315789473684
3.35,7.878947368421053,1.0,2.626315789473684
3.8657894736842104,6.61578947368421,1.0,2.205263157894737
4.818157894736842,5.778947368421052,1.0,1.9263157894736842
3.9673684210526314,6.61578947368421,1.0,2.205263157894737
3.7057894736842107,6.9,1.0,2.3
4.163157894736842,7.073684210526316,1.0,2.357894736842105
4.150526315789474,6.536842105263158,1.0,2.1789473684210527
4.238947368421052,6.205263157894737,1.0,2.068421052631579
5.7436842105263155,5.447368421052632,1.0,1.8157894736842106
3.7276315789473684,6.836842105263158,1.0,2.278947368421053
3.766578947368421,6.852631578947369,1.0,2.2842105263157895
3.9426315789473683,6.410526315789474,1.0,2.136842105263158
3.2371052631578947,8.257894736842106,1.0,2.7526315789473683
4.24921052631579,6.173684210526316,1.0,2.057894736842105
4.163947368421053,6.426315789473684,1.0,2.142105263157895
3.7765789473684213,6.9,1.0,2.3
4.345789473684211,6.394736842105263,1.0,2.1315789473684212
4.895789473684211,5.9526315789473685,1.0,1.9842105263157894
4.454473684210527,6.410526315789474,1.0,2.136842105263158
3.405263157894737,7.405263157894737,1.0,2.468421052631579
4.330526315789474,6.078947368421052,1.0,2.026315789473684
3.596842105263158,6.931578947368421,1.0,2.3105263157894735
3.488947368421053,6.931578947368421,1.0,2.3105263157894735
3.583684210526316,7.089473684210526,1.0,2.363157894736842
4.062368421052631,6.536842105263158,1.0,2.1789473684210527
4.034736842105263,6.315789473684211,1.0,2.1052631578947367
4.1586842105263155,6.315789473684211,1.0,2.1052631578947367
3.9426315789473683,6.773684210526316,1.0,2.2578947368421054
3.9642105263157896,6.931578947368421,1.0,2.3105263157894735
3.1557894736842105,7.515789473684211,1.0,2.5052631578947366
4.320263157894737,6.28421052631579,1.0,2.094736842105263
2.825263157894737,10.010526315789473,1.0,3.336842105263158
4.001315789473685,6.410526315789474,1.0,2.136842105263158
3.9513157894736843,6.568421052631579,1.0,2.1894736842105265
3.6923684210526315,6.931578947368421,1.0,2.3105263157894735
4.061842105263158,6.552631578947368,1.0,2.1842105263157894
3.971578947368421,6.489473684210527,1.0,2.163157894736842
4.620263157894737,6.173684210526316,1.0,2.057894736842105
3.7905263157894735,6.9,1.0,2.3
2.764473684210526,11.368421052631579,1.0,3.789473684210526
3.3255263157894737,7.752631578947368,1.0,2.5842105263157893
3.9015789473684213,6.978947368421053,1.0,2.3263157894736843
3.4968421052631578,7.184210526315789,1.0,2.3947368421052633
3.6589473684210527,6.88421052631579,1.0,2.294736842105263
3.513421052631579,6.7105263157894735,1.0,2.236842105263158
3.5342105263157895,6.9,1.0,2.3
3.728684210526316,7.342105263157895,1.0,2.4473684210526314
3.6960526315789473,6.91578947368421,1.0,2.305263157894737
4.0718421052631575,6.331578947368421,1.0,2.110526315789474
2.892105263157895,8.763157894736842,1.0,2.9210526315789473
4.0552631578947365,6.678947368421053,1.0,2.2263157894736842
4.236578947368421,6.473684210526316,1.0,2.1578947368421053
3.2786842105263156,7.3578947368421055,1.0,2.4526315789473685
2.9607894736842106,8.368421052631579,1.0,2.789473684210526
3.960526315789474,6.678947368421053,1.0,2.2263157894736842
4.081052631578947,6.552631578947368,1.0,2.1842105263157894
4.427631578947368,6.268421052631579,1.0,2.0894736842105264
4.9047368421052635,5.842105263157895,1.0,1.9473684210526316
4.616578947368421,6.0473684210526315,1.0,2.0157894736842104
3.3278947368421052,7.815789473684211,1.0,2.6052631578947367
2.6244736842105265,8.905263157894737,1.0,2.968421052631579
3.3986842105263158,7.105263157894737,1.0,2.3684210526315788
4.141842105263158,6.378947368421053,1.0,2.126315789473684
2.8223684210526314,8.74736842105263,1.0,2.9157894736842107
3.533421052631579,7.278947368421052,1.0,2.4263157894736844
3.4002631578947367,7.121052631578947,1.0,2.373684210526316
4.545263157894737,6.505263157894737,1.0,2.168421052631579
3.881315789473684,6.678947368421053,1.0,2.2263157894736842
3.586315789473684,7.105263157894737,1.0,2.3684210526315788
3.406052631578947,8.021052631578947,1.0,2.6736842105263157
3.2394736842105263,8.08421052631579,1.0,2.694736842105263
3.6876315789473684,7.010526315789473,1.0,2.336842105263158
3.93,7.8,1.0,2.6
4.150526315789474,6.2368421052631575,1.0,2.0789473684210527
3.748157894736842,7.184210526315789,1.0,2.3947368421052633
3.7028947368421052,7.042105263157895,1.0,2.3473684210526318
4.045,6.505263157894737,1.0,2.168421052631579
4.132894736842105,6.726315789473684,1.0,2.2421052631578946
3.5873684210526315,6.947368421052632,1.0,2.3157894736842106
4.416842105263158,6.078947368421052,1.0,2.026315789473684
3.9794736842105265,6.678947368421053,1.0,2.2263157894736842
3.211578947368421,7.752631578947368,1.0,2.5842105263157893
4.0297368421052635,6.757894736842105,1.0,2.2526315789473683
3.8960526315789474,6.7105263157894735,1.0,2.236842105263158
3.626578947368421,7.405263157894737,1.0,2.468421052631579
4.042631578947368,6.521052631578947,1.0,2.1736842105263157
3.4428947368421055,7.484210526315789,1.0,2.4947368421052634
3.966315789473684,6.757894736842105,1.0,2.2526315789473683
4.423157894736842,6.189473684210526,1.0,2.0631578947368423
3.5036842105263157,7.531578947368421,1.0,2.5105263157894737
3.88,6.61578947368421,1.0,2.205263157894737
4.160526315789474,6.489473684210527,1.0,2.163157894736842
